label,path,substring_hits,fail_stage,final,class_name,method_name,raw_set,line
benign,benign2017/0CD847919F16761E7705DA96BDECE408700C430C0FC9E2E06454EA40A4A88407.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.internal.Utility: void refreshCarrierName(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/0CD847919F16761E7705DA96BDECE408700C430C0FC9E2E06454EA40A4A88407.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.internal.Utility: void refreshCarrierName(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/0CD847919F16761E7705DA96BDECE408700C430C0FC9E2E06454EA40A4A88407.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.internal.Utility: void refreshCarrierName(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/0CD847919F16761E7705DA96BDECE408700C430C0FC9E2E06454EA40A4A88407.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.internal.Utility: void refreshCarrierName(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/0CD847919F16761E7705DA96BDECE408700C430C0FC9E2E06454EA40A4A88407.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.internal.Utility: void refreshCarrierName(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/0CD847919F16761E7705DA96BDECE408700C430C0FC9E2E06454EA40A4A88407.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.internal.Utility: void refreshCarrierName(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/0D00A757F03F5D90FE8B2288BA8977D88FC9318FE84DF7ABD2B4741A679ADD77.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.internal.Utility: void refreshCarrierName(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/0D00A757F03F5D90FE8B2288BA8977D88FC9318FE84DF7ABD2B4741A679ADD77.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,<com.startapp.android.publish.i.p: java.lang.String b(android.content.Context)> -> <android.telephony.TelephonyManager: int getNetworkType()>
benign,benign2017/0D00A757F03F5D90FE8B2288BA8977D88FC9318FE84DF7ABD2B4741A679ADD77.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,<com.startapp.android.publish.i.p: java.lang.String b(android.content.Context)> -> <android.telephony.TelephonyManager: int getNetworkType()>
benign,benign2017/0D00A757F03F5D90FE8B2288BA8977D88FC9318FE84DF7ABD2B4741A679ADD77.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,<com.startapp.android.publish.i.p: java.lang.String b(android.content.Context)> -> <android.telephony.TelephonyManager: int getNetworkType()>
benign,benign2017/1323ECED0E9B10BE35BCD61B7623EBCB38ACDC06386DDA1B69EF1D85802979C4.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperatorName,device_info,<com.facebook.ads.a.c.h: void c(android.content.Context)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
benign,benign2017/1323ECED0E9B10BE35BCD61B7623EBCB38ACDC06386DDA1B69EF1D85802979C4.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.b.sv: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/1323ECED0E9B10BE35BCD61B7623EBCB38ACDC06386DDA1B69EF1D85802979C4.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.b.sv: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/1323ECED0E9B10BE35BCD61B7623EBCB38ACDC06386DDA1B69EF1D85802979C4.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.b.sv: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkOperator,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getNetworkType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getNetworkType()>"
benign,benign2017/136B908BC4C5DC9940BEF1FFD7B68F6F9E5F9E8F88A37E1C62334D1066104588.apk.logcat,android.telephony,,device_info,android.telephony.TelephonyManager,getPhoneType,device_info,"<com.google.android.gms.internal.nl: void a(android.content.Context,android.content.pm.PackageManager)> -> <android.telephony.TelephonyManager: int getPhoneType()>"
